	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
GCF_002220535.1_ASM222053v1_protein	4017	4235	4347	4154	4288	4263	4032	4030	4030	4023	4034	4033	4029	3972	4345	4259	4263	4182	4148	4163	4163	4177	4230	4355	4097	4398	4300	4155	4408	4397	4226	4141	4194	3999	4168	4138	4100	4021	4252	4188	4314	4064	4153	4273	4270	4260	4154	4150	4271	4165	4272	4272	4270	4270	4288	4270	4269	4269	4290	4271	4286	4287	4291	4354	4166	4042	4052	4063	4117	4127	4193	4065	4268	4163	4183	4086	4093	4283	4223	4200	4200	3878	3948	4105	4024	4106	4205	4315	4310	3708	4402	4376	4293	4190	4189	4191	4310	4058	4169	4128	4206	4180	4631	4127	4298	4285	4268	4200	4217	4193	4298	4219	4076	4158	4155	4162	3990	4284	4106	4093	4013	4105	4064	4097	4093	4091	4307	4203	4403	4195	4237	4237	4135	4144	4129	4148	4150	4129	4179	4129	4150	4113	4176	4159	4037
GCF_002220555.1_ASM222055v1_protein	3858	4056	4134	4086	4103	4122	4014	4012	4011	4005	4017	4016	4010	3777	4129	4088	4142	4114	4271	4094	4094	4102	4387	4135	4219	4092	4157	4389	4100	4089	4196	4284	4147	4251	4274	4113	4081	3994	4108	4402	4171	4032	4325	4166	4163	4094	4325	4323	4104	4336	4117	4115	4114	4132	4149	4114	4112	4112	4151	4134	4147	4148	4150	4109	4069	4023	4034	4235	4294	4304	4289	4034	4110	4121	4400	4092	4094	4141	4184	4202	4203	3792	3886	4266	4292	4049	4207	4104	4113	3707	4139	4128	4135	4363	4363	4366	4144	4036	4384	4246	4065	4127	4127	4489	4192	4144	4171	4190	4418	4100	4191	4134	4071	4291	4287	4294	3827	4139	4246	4268	3921	4341	3944	4271	4054	4053	4140	4147	4097	4115	4105	4105	4305	4321	4310	4320	4324	4312	4290	4311	4322	4305	4291	4326	4024
GCF_002220575.1_ASM222057v1_protein	3970	4186	4263	4154	4247	4265	4071	4069	4068	4062	4074	4075	4067	3892	4259	4225	4417	4190	4209	4163	4163	4175	4235	4263	4105	4276	4464	4168	4285	4273	4251	4177	4231	4041	4155	4149	4125	4082	4281	4183	4454	4143	4163	4416	4415	4222	4165	4161	4231	4175	4254	4252	4250	4452	4470	4250	4249	4249	4472	4451	4468	4468	4472	4296	4197	4083	4094	4114	4170	4168	4200	4078	4248	4197	4193	4133	4138	4290	4217	4204	4205	3893	3947	4159	4085	4155	4210	4249	4256	3770	4327	4305	4231	4159	4159	4161	4274	4106	4175	4196	4199	4262	4298	4192	4671	4434	4452	4259	4209	4154	4668	4219	4113	4180	4179	4186	3956	4230	4128	4185	4009	4151	4118	4191	4111	4110	4259	4262	4281	4246	4263	4263	4176	4184	4193	4184	4187	4193	4150	4193	4185	4168	4200	4150	4069
GCF_002220595.1_ASM222059v1_protein	3935	4173	4219	4120	4209	4256	4059	4059	4057	4052	4063	4060	4057	3851	4215	4185	4405	4151	4123	4129	4129	4145	4161	4222	4083	4242	4435	4160	4250	4240	4184	4147	4208	4006	4157	4134	4105	4034	4204	4156	4429	4108	4142	4415	4413	4181	4143	4139	4187	4153	4251	4251	4249	4387	4408	4249	4247	4248	4409	4389	4404	4406	4407	4245	4152	4084	4095	4079	4134	4138	4163	4060	4247	4208	4180	4108	4129	4247	4250	4196	4197	3864	3952	4123	4053	4119	4202	4236	4210	3698	4255	4232	4230	4125	4125	4127	4292	4043	4159	4110	4160	4216	4285	4144	4434	4674	4403	4200	4206	4164	4433	4219	4078	4151	4149	4152	3918	4228	4106	4135	4030	4133	4025	4140	4069	4065	4223	4197	4247	4165	4236	4236	4159	4137	4159	4137	4140	4159	4168	4159	4138	4138	4137	4113	4042
GCF_002220615.1_ASM222061v1_protein	3953	4164	4243	4137	4219	4262	4068	4078	4077	4068	4082	4083	4077	3873	4239	4203	4400	4171	4150	4148	4148	4149	4169	4245	4091	4256	4456	4148	4264	4254	4172	4153	4202	4028	4161	4160	4131	4061	4218	4168	4424	4070	4154	4402	4402	4206	4155	4151	4213	4165	4244	4243	4241	4374	4393	4241	4239	4241	4395	4374	4391	4391	4395	4220	4193	4070	4081	4140	4197	4161	4141	4065	4238	4188	4164	4134	4137	4242	4209	4210	4211	3880	3937	4148	4078	4131	4216	4212	4222	3720	4256	4253	4218	4139	4139	4141	4251	4066	4156	4114	4184	4195	4268	4171	4452	4403	4598	4253	4176	4134	4450	4249	4089	4209	4164	4174	3934	4225	4130	4177	4011	4157	4044	4181	4116	4116	4241	4189	4261	4172	4216	4216	4145	4158	4160	4158	4161	4160	4132	4160	4159	4144	4137	4132	4055
GCF_002220635.1_ASM222063v1_protein	3908	4160	4131	4281	4263	4251	4215	4227	4226	4217	4232	4231	4225	3768	4129	4213	4176	4230	4247	4293	4293	4189	4305	4138	4139	4167	4273	4231	4176	4166	4480	4216	4232	4069	4231	4268	4288	4147	4216	4250	4230	4207	4205	4199	4196	4183	4206	4203	4193	4218	4241	4240	4238	4216	4235	4237	4236	4238	4237	4220	4233	4234	4238	4233	4178	4212	4224	4148	4202	4167	4265	4151	4234	4218	4234	4269	4309	4280	4319	4496	4496	3902	4030	4188	4088	4171	4501	4245	4250	4052	4252	4217	4239	4211	4211	4213	4212	4290	4223	4202	4159	4307	4200	4190	4259	4200	4253	4827	4283	4195	4259	4328	4238	4288	4242	4250	3943	4217	4185	4261	4084	4214	4033	4266	4274	4274	4192	4348	4173	4283	4199	4199	4220	4201	4219	4204	4207	4220	4210	4220	4206	4162	4244	4200	4215
GCF_002220655.1_ASM222065v1_protein	3902	4105	4146	4164	4190	4159	4078	4076	4071	4068	4081	4076	4070	3790	4143	4140	4165	4165	4332	4172	4172	4158	4476	4150	4282	4158	4188	4470	4166	4156	4322	4381	4197	4286	4405	4186	4173	4046	4118	4512	4218	4106	4397	4171	4168	4128	4397	4395	4137	4408	4175	4175	4173	4154	4173	4173	4172	4171	4175	4158	4171	4173	4175	4177	4096	4109	4121	4270	4328	4339	4430	4079	4170	4163	4489	4152	4202	4226	4275	4344	4345	3871	3943	4314	4307	4108	4349	4192	4188	3770	4231	4180	4220	4476	4476	4480	4257	4104	4438	4294	4087	4190	4217	4418	4209	4206	4176	4283	4760	4184	4208	4211	4117	4433	4429	4432	3878	4208	4301	4322	4063	4419	3954	4325	4118	4117	4189	4250	4162	4185	4125	4126	4376	4368	4371	4370	4374	4372	4421	4372	4373	4337	4414	4397	4116
GCF_002220675.1_ASM222067v1_protein	3919	4140	4150	4118	4175	4186	4105	4103	4101	4094	4107	4107	4101	3788	4145	4150	4138	4307	4134	4125	4126	4370	4162	4153	4058	4156	4151	4134	4163	4155	4223	4110	4337	3962	4160	4285	4155	4055	4155	4129	4162	4026	4130	4125	4122	4138	4130	4126	4147	4141	4239	4239	4237	4128	4147	4237	4235	4234	4149	4131	4145	4146	4148	4188	4104	4125	4137	4051	4104	4110	4183	4007	4235	4336	4153	4149	4175	4213	4117	4224	4225	4071	3918	4082	4004	4130	4229	4240	4199	3692	4205	4176	4230	4134	4134	4136	4238	4100	4147	4107	4109	4353	4193	4100	4154	4164	4134	4195	4184	4653	4153	4366	4127	4129	4131	4136	3885	4211	4075	4081	4199	4085	3962	4087	4106	4104	4202	4349	4162	4342	4172	4173	4154	4119	4118	4122	4125	4118	4192	4118	4124	4116	4164	4110	4065
GCF_002220695.1_ASM222069v1_protein	3969	4185	4262	4153	4246	4264	4071	4069	4068	4062	4074	4075	4067	3891	4258	4224	4416	4189	4207	4162	4162	4174	4234	4262	4104	4275	4463	4168	4284	4272	4251	4176	4230	4040	4154	4148	4125	4082	4280	4182	4452	4143	4162	4415	4413	4221	4163	4160	4229	4174	4253	4251	4249	4450	4469	4249	4247	4248	4471	4450	4467	4467	4471	4296	4195	4083	4094	4113	4169	4167	4199	4077	4246	4196	4192	4133	4138	4289	4216	4204	4205	3892	3946	4158	4084	4155	4210	4248	4255	3770	4326	4304	4230	4158	4158	4160	4273	4106	4174	4194	4198	4261	4298	4191	4668	4433	4450	4259	4208	4153	4672	4219	4114	4179	4178	4185	3955	4229	4127	4184	4008	4150	4117	4190	4111	4110	4258	4261	4280	4245	4262	4262	4174	4182	4191	4182	4185	4191	4149	4191	4183	4167	4199	4149	4069
GCF_002220715.1_ASM222071v1_protein	3951	4190	4173	4157	4241	4241	4110	4120	4120	4111	4125	4131	4118	3806	4170	4211	4186	4429	4172	4165	4166	4369	4208	4177	4098	4187	4264	4163	4196	4186	4278	4173	4442	3993	4208	4389	4210	4111	4196	4176	4225	4046	4155	4199	4196	4204	4155	4152	4213	4166	4268	4267	4266	4180	4200	4266	4264	4265	4201	4183	4197	4199	4200	4189	4191	4112	4123	4132	4185	4150	4194	4050	4263	4444	4185	4175	4217	4276	4220	4285	4286	4049	3952	4142	4036	4183	4290	4247	4243	3750	4260	4233	4276	4145	4145	4147	4296	4185	4173	4125	4151	4456	4219	4134	4219	4219	4249	4328	4211	4366	4219	4788	4155	4231	4188	4193	3947	4270	4138	4171	4317	4162	4002	4177	4185	4183	4233	4477	4191	4440	4203	4204	4182	4171	4153	4174	4177	4153	4176	4153	4176	4122	4174	4133	4110
GCF_002250685.1_ASM225068v1_protein	3831	4064	4044	4143	4128	4153	4388	4391	4387	4380	4393	4393	4387	3687	4038	4108	4075	4109	4104	4153	4153	4126	4099	4050	4037	4069	4095	4074	4077	4068	4260	4133	4146	3968	4143	4170	4502	4336	4126	4096	4087	4088	4098	4082	4079	4083	4098	4095	4093	4109	4141	4136	4134	4121	4136	4133	4131	4131	4138	4126	4137	4134	4141	4058	4089	4390	4402	4089	4142	4145	4144	4035	4131	4106	4099	4547	4562	4141	4111	4265	4266	3842	3968	4114	3973	4115	4270	4126	4141	3758	4083	4057	4124	4072	4072	4075	4132	4453	4075	4098	4067	4139	4076	4071	4113	4078	4089	4238	4117	4127	4114	4155	4963	4155	4156	4155	3846	4131	4079	4115	3970	4300	3917	4120	4620	4642	4108	4144	4076	4125	4107	4107	4118	4091	4116	4091	4094	4117	4118	4117	4092	4090	4132	4081	4604
GCF_002264105.1_ASM226410v1_protein	3884	4095	4098	4135	4171	4162	4111	4169	4164	4160	4175	4170	4164	3738	4092	4146	4140	4144	4286	4143	4143	4128	4344	4101	4279	4148	4188	4309	4154	4143	4282	4581	4175	4155	4440	4178	4247	4138	4126	4336	4185	4054	4308	4148	4145	4136	4309	4307	4147	4322	4166	4162	4160	4130	4149	4160	4159	4158	4151	4134	4147	4148	4150	4117	4113	4181	4194	4289	4347	4306	4358	4071	4156	4147	4364	4256	4271	4212	4253	4302	4303	3851	3955	4343	4193	4088	4307	4180	4167	3746	4172	4167	4192	4351	4350	4352	4173	4219	4313	4266	4086	4162	4158	4291	4180	4151	4209	4288	4433	4129	4179	4231	4155	4913	4798	4831	3886	4185	4409	4427	4079	4360	3939	4433	4224	4219	4166	4204	4151	4157	4117	4117	4335	4356	4340	4359	4363	4341	4389	4341	4362	4307	4379	4302	4187
GCF_002264175.1_ASM226417v1_protein	3882	4093	4095	4126	4169	4151	4090	4108	4103	4101	4114	4105	4103	3737	4090	4145	4140	4143	4280	4134	4134	4126	4337	4099	4277	4135	4151	4305	4141	4130	4278	4582	4173	4151	4403	4141	4194	4105	4127	4334	4184	4051	4307	4147	4144	4130	4308	4305	4141	4321	4165	4161	4159	4127	4146	4159	4158	4157	4148	4131	4144	4145	4147	4122	4089	4143	4157	4250	4309	4299	4358	4080	4155	4147	4358	4215	4230	4181	4240	4280	4281	3838	3952	4337	4188	4087	4285	4180	4165	3741	4168	4138	4191	4348	4348	4349	4169	4179	4309	4262	4084	4161	4155	4287	4179	4149	4164	4242	4429	4131	4178	4188	4156	4798	4827	4796	3885	4184	4364	4375	4043	4316	3934	4379	4171	4162	4163	4202	4137	4154	4115	4115	4331	4352	4338	4356	4359	4338	4382	4338	4358	4303	4373	4297	4149
GCF_002264285.1_ASM226428v1_protein	3889	4099	4100	4133	4175	4160	4095	4151	4146	4144	4157	4149	4146	3740	4095	4151	4145	4149	4284	4141	4141	4131	4345	4104	4280	4154	4159	4311	4160	4149	4283	4585	4175	4159	4433	4148	4229	4139	4132	4339	4190	4051	4313	4154	4151	4139	4314	4311	4150	4327	4170	4166	4164	4135	4154	4164	4163	4162	4156	4139	4152	4153	4155	4127	4096	4181	4196	4259	4319	4308	4352	4081	4160	4152	4364	4258	4271	4206	4242	4307	4308	3846	3958	4340	4196	4093	4312	4180	4168	3746	4173	4166	4193	4356	4355	4356	4172	4222	4316	4266	4090	4165	4162	4294	4186	4152	4174	4250	4432	4136	4185	4193	4155	4831	4796	4862	3890	4187	4405	4407	4062	4341	3941	4412	4205	4196	4170	4208	4156	4159	4121	4121	4336	4357	4344	4361	4364	4344	4379	4344	4363	4310	4377	4303	4181
GCF_002265665.1_ASM226566v1_protein	3848	4023	3957	3916	4200	4058	3832	3829	3830	3827	3836	3835	3832	3636	3949	4277	3937	3935	3869	3923	3923	3918	3870	3954	3814	3992	3926	3848	3997	3988	3959	3873	3943	3715	3844	3906	3857	3814	4043	3871	3976	3801	3854	3930	3927	4035	3855	3853	4042	3865	4069	4069	4068	3914	3932	4068	4066	4063	3934	3915	3931	3930	3932	3986	4022	3843	3853	3776	3827	3832	3869	3806	4067	3917	3844	3849	3850	4040	3912	3934	3934	3630	3692	3855	3732	3916	3938	4160	4190	3504	3953	3977	4054	3850	3850	3852	4090	3850	3854	3858	4118	3922	3990	3827	3956	3918	3934	3943	3878	3885	3955	3947	3846	3886	3885	3890	4286	4045	3830	3820	3752	3810	3917	3827	3868	3867	4106	3975	3996	3925	4030	4030	3835	3872	3854	3876	3878	3854	3866	3854	3878	3837	3865	3847	3793
GCF_002592035.1_ASM259203v1_protein	4139	4328	4265	4205	4376	4345	4082	4081	4083	4073	4086	4088	4080	3891	4257	4319	4271	4184	4201	4208	4208	4222	4182	4267	4119	4273	4269	4139	4281	4270	4246	4205	4266	4012	4171	4235	4134	4051	4353	4174	4233	4092	4164	4209	4207	4359	4165	4161	4367	4174	4330	4329	4327	4211	4230	4327	4324	4323	4232	4213	4229	4228	4231	4271	4238	4132	4143	4110	4165	4174	4218	4058	4324	4217	4211	4176	4208	4688	4240	4285	4285	3919	3966	4134	4052	4158	4288	4369	4372	3710	4328	4285	4685	4149	4148	4151	4498	4113	4172	4141	4284	4238	4284	4139	4230	4228	4225	4217	4208	4211	4229	4270	4131	4185	4184	4187	4045	4757	4127	4131	4091	4164	4195	4137	4114	4111	4433	4269	4282	4217	4368	4368	4195	4157	4170	4159	4161	4170	4201	4170	4161	4144	4196	4164	4116
GCF_002738105.1_ASM273810v1_protein	3848	4045	4064	4061	4107	4109	4006	4068	4066	4062	4073	4071	4065	3701	4053	4094	4105	4085	4235	4063	4063	4071	4293	4058	4418	4091	4142	4265	4097	4086	4190	4301	4137	4123	4326	4097	4127	4056	4062	4279	4143	4026	4288	4098	4096	4083	4289	4286	4092	4300	4125	4121	4120	4091	4106	4120	4118	4116	4108	4094	4107	4105	4110	4081	4042	4076	4091	4224	4282	4268	4340	4063	4116	4108	4299	4187	4198	4148	4188	4237	4238	3799	3901	4300	4161	4037	4242	4116	4119	3708	4108	4122	4140	4251	4250	4253	4130	4140	4256	4215	4033	4105	4106	4246	4128	4106	4130	4185	4301	4075	4127	4138	4079	4409	4364	4405	3830	4127	4684	4375	3996	4326	3908	4374	4154	4148	4126	4144	4106	4101	4066	4066	4327	4341	4330	4343	4347	4332	4325	4331	4346	4311	4322	4269	4093
GCF_002738145.1_ASM273814v1_protein	3862	4054	4078	4092	4098	4140	4086	4127	4126	4121	4133	4133	4124	3716	4066	4086	4126	4109	4276	4096	4096	4096	4354	4075	4275	4095	4202	4283	4102	4090	4213	4335	4154	4155	4381	4118	4206	4072	4107	4302	4163	4131	4311	4137	4134	4092	4312	4311	4100	4324	4115	4113	4111	4166	4184	4111	4110	4110	4186	4170	4183	4183	4186	4107	4112	4087	4098	4268	4330	4302	4362	4056	4108	4132	4276	4220	4229	4179	4186	4236	4237	3813	3933	4346	4174	4043	4241	4107	4111	3733	4128	4142	4125	4289	4288	4291	4127	4232	4280	4250	4039	4158	4093	4268	4185	4135	4177	4261	4322	4081	4184	4171	4115	4427	4375	4407	3820	4131	4375	4846	4091	4411	3951	4819	4208	4203	4144	4209	4109	4155	4094	4094	4372	4366	4365	4368	4372	4366	4348	4366	4371	4333	4379	4274	4138
GCF_002738155.1_ASM273815v1_protein	3792	3987	3982	3991	4020	4046	3965	4004	3996	3994	4007	4006	3997	3632	3968	3999	3985	4231	3970	3991	3992	4178	3990	3978	3930	3987	4027	3959	3997	3988	4085	3999	4274	3807	4032	4202	4119	3920	3996	3984	4012	3916	3963	3959	3956	3997	3963	3960	4007	3971	4053	4051	4050	3974	3990	4050	4048	4050	3991	3978	3991	3989	3993	3985	3998	3988	3997	3932	3983	3949	4075	3875	4047	4245	4055	4062	4112	4119	4016	4142	4143	3910	3789	3943	3838	3984	4147	4050	4079	3584	4071	4043	4100	3963	3963	3965	4127	4010	3968	3955	3940	4305	4013	3921	4009	4030	4011	4084	4063	4199	4008	4317	3970	4079	4043	4062	3752	4091	3996	4091	4829	4089	3831	4095	4051	4043	4064	4299	4007	4312	4009	4009	3972	3959	3946	3962	3964	3945	4022	3946	3963	3936	4041	3945	3974
GCF_002738185.1_ASM273818v1_protein	3842	4054	4097	4096	4086	4114	4095	4139	4131	4133	4146	4141	4130	3735	4084	4068	4105	4084	4281	4099	4098	4089	4409	4092	4220	4088	4191	4370	4095	4083	4224	4311	4151	4217	4317	4154	4209	4070	4081	4378	4147	4045	4319	4128	4125	4073	4319	4317	4081	4328	4104	4100	4098	4115	4132	4097	4096	4095	4134	4118	4131	4131	4133	4096	4093	4078	4092	4236	4298	4269	4350	4015	4093	4094	4377	4260	4276	4179	4204	4259	4260	3806	3889	4281	4254	4030	4264	4113	4121	3712	4151	4160	4148	4333	4332	4336	4169	4162	4352	4237	4018	4109	4105	4341	4151	4133	4157	4214	4419	4085	4150	4162	4300	4360	4316	4341	3810	4164	4326	4411	4089	4974	3921	4413	4340	4354	4124	4146	4103	4106	4093	4093	4316	4301	4299	4301	4305	4301	4324	4301	4304	4281	4340	4298	4330
GCF_002762595.1_ASM276259v1_protein	3968	4118	4071	4026	4193	4165	3894	3896	3898	3889	3899	3904	3895	3728	4049	4173	4047	3968	3978	4027	4027	3996	4009	4053	3893	4072	4089	3926	4079	4072	4064	3938	4033	3814	3936	3962	3936	3876	4192	3951	4050	3945	3948	4025	4021	4143	3948	3945	4156	3957	4126	4123	4123	4079	4095	4123	4120	4119	4099	4080	4093	4093	4096	4109	4079	3912	3924	3901	3951	3949	4008	3864	4121	3986	3937	3946	3950	4239	3985	4009	4009	3716	3758	3922	3848	3978	4013	4171	4193	3577	4106	4087	4185	3928	3927	3930	4233	3925	3939	3983	4137	4032	4064	3944	4118	4025	4044	4033	3954	3962	4117	4002	3917	3939	3934	3941	3917	4195	3908	3951	3831	3921	4503	3956	3918	3919	4246	4064	4090	4023	4168	4168	3955	3944	3947	3945	3947	3948	3967	3947	3946	3951	4017	3944	3879
GCF_002810285.1_ASM281028v1_protein	3867	4060	4082	4101	4104	4147	4091	4134	4133	4128	4140	4140	4131	3721	4070	4092	4130	4117	4281	4105	4105	4103	4360	4079	4277	4101	4208	4287	4108	4096	4220	4339	4161	4156	4388	4124	4214	4081	4114	4305	4168	4137	4314	4142	4139	4098	4315	4314	4106	4327	4122	4120	4118	4172	4190	4118	4117	4117	4192	4176	4189	4189	4192	4112	4119	4093	4104	4272	4334	4306	4367	4060	4115	4139	4282	4225	4234	4189	4190	4243	4244	3822	3942	4350	4177	4049	4248	4112	4117	3738	4133	4150	4132	4292	4291	4294	4131	4239	4284	4257	4045	4167	4097	4271	4191	4140	4181	4266	4325	4087	4190	4177	4120	4433	4379	4412	3827	4137	4374	4819	4095	4413	3956	4850	4216	4210	4148	4218	4115	4164	4100	4100	4374	4370	4367	4372	4376	4368	4351	4368	4375	4335	4383	4277	4146
GCF_002886905.1_ASM288690v1_protein	3848	4102	4052	4170	4157	4156	4451	4496	4489	4487	4503	4492	4486	3690	4041	4135	4091	4138	4093	4169	4169	4134	4130	4050	4034	4102	4136	4104	4110	4099	4276	4125	4147	3947	4153	4195	4670	4437	4149	4116	4133	4092	4082	4106	4103	4138	4081	4077	4148	4091	4146	4141	4140	4116	4129	4139	4136	4135	4131	4119	4131	4127	4135	4080	4159	4464	4478	4091	4143	4112	4147	4084	4137	4109	4078	4594	4628	4154	4167	4279	4278	3870	3970	4115	3965	4132	4283	4159	4170	3763	4060	4115	4126	4090	4088	4091	4117	4514	4085	4077	4069	4132	4093	4054	4111	4069	4116	4274	4118	4106	4111	4185	4620	4224	4171	4205	3868	4114	4154	4208	4051	4340	3918	4216	5144	5086	4125	4171	4119	4145	4113	4113	4087	4128	4091	4132	4134	4093	4129	4092	4134	4077	4150	4089	4622
